NAME,BOARD,TYPE,NAME_AB,ADDRESS_AB,CITY,PROVINCE,GRADES,POSTSECOND,DATA_SOURCE,PROVINCIAL_CODE_NUM,ECS,ELEM,JUNIOR_H,SENIOR_H,PROCESS_DT,POSTAL_COD,STRUCTURE_ID,longitude,latitude,location
St. Joseph Elementary Junior High,The Calgary Roman Catholic Separate School Division,Separate School,St. Joseph Elementary Junior High School,2512 - 5 Street N.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,8713,N,Y,Y,N,2021/02/28,T2M3C7,1380561,-114.07331692234882,51.07478657353867,"(51.07478657353867, -114.07331692234882)"
Maria Montessori,"Maria Montessori Education Centre of Calgary, Ltd.",Private School,Maria Montessori School,Chief Crowfoot School 2634 12 Ave NW,Calgary,AB,Elementary/Junior High,N,Provincial Data,1410,N,Y,Y,N,2021/02/28,T2N1K6,1382328,-114.12358261792069,51.062709800784496,"(51.062709800784496, -114.12358261792069)"
Arbour Lake Middle,The Calgary School Division,Public School,Arbour Lake Middle School,27 Arbour Crest Drive N.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,1330,N,Y,Y,N,2021/02/28,T3G4H3,1383727,-114.20917723339107,51.134650992250656,"(51.134650992250656, -114.20917723339107)"
Foothills Academy,Foothills Academy Society,Private School,Foothills Academy,745 - 37 Street N.W.,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,9917,N,Y,Y,Y,2021/02/28,T2N4T1,1005422,-114.14230655126,51.06407215998721,"(51.06407215998721, -114.14230655126)"
Edgemont,The Calgary School Division,Public School,Edgemont School,55 Edgevalley Circle N.W.,Calgary,AB,Elementary,N,Provincial Data,9379,N,Y,N,N,2021/02/28,T3A4X1,1383683,-114.14357851083264,51.12888867329876,"(51.12888867329876, -114.14357851083264)"
John Costello Catholic,The Calgary Roman Catholic Separate School Division,Separate School,John Costello Catholic School,300 Strathcona Drive S.W.,Calgary,AB,Elementary,N,Provincial Data,8558,N,Y,N,N,2021/02/28,T3H1N9,1382929,-114.18070747903394,51.048832562456994,"(51.048832562456994, -114.18070747903394)"
St. John XXIII,The Calgary Roman Catholic Separate School Division,Separate School,St. John XXIII School,1420 Falconridge Drive N.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,8726,N,Y,Y,N,2021/02/28,T3J2C3,1383225,-113.93897805382171,51.10140502271283,"(51.10140502271283, -113.93897805382171)"
Hillhurst,The Calgary School Division,Public School,Hillhurst School,1418 - 7 Avenue N.W.,Calgary,AB,Elementary,N,Provincial Data,9218,N,Y,N,N,2021/02/28,T2N0Z2,1381385,-114.0931371839602,51.059294766380475,"(51.059294766380475, -114.0931371839602)"
West Ridge,The Calgary School Division,Public School,West Ridge School,8903 Wentworth Avenue SW,Calgary,AB,Elementary/Junior High,N,Provincial Data,2087,N,Y,Y,N,2021/02/28,T3H5N9,2384637,-114.21424236160475,51.05848922422676,"(51.05848922422676, -114.21424236160475)"
St. Stephen,The Calgary Roman Catholic Separate School Division,Separate School,St. Stephen School,10910 Elbow Drive S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,8719,N,Y,Y,N,2021/02/28,T2W1G6,1382268,-114.08385249036205,50.95569541335409,"(50.95569541335409, -114.08385249036205)"
Kenneth D. Taylor,The Calgary School Division,Public School,Kenneth D. Taylor School,30 Evanscove Circle NW,Calgary,AB,Elementary,N,Provincial Data,2088,N,Y,N,N,2021/02/28,T3P0A1,2371314,-114.11780138719229,51.165095970776946,"(51.165095970776946, -114.11780138719229)"
Alex Ferguson,The Calgary School Division,Public School,Alex Ferguson School,1704 - 26 Street S.W.,Calgary,AB,Elementary,N,Provincial Data,9101,N,Y,N,N,2021/02/28,T3C1K5,1382818,-114.12298360081277,51.03936376742357,"(51.03936376742357, -114.12298360081277)"
Sir John A Macdonald,The Calgary School Division,Public School,Sir John A Macdonald School,6600 - 4 Street N.W.,Calgary,AB,Junior High,N,Provincial Data,9652,N,N,Y,N,2021/02/28,T2K1C2,1383509,-114.07004566673658,51.111477016264935,"(51.111477016264935, -114.07004566673658)"
Project Trust,The Calgary School Division,Public School,Project Trust,"#206, 315 10 avenue  S.E.",Calgary,AB,Senior High,N,Provincial Data,9599,N,N,N,Y,2021/02/28,T2M4P6,1141724,-114.08284033402592,51.07207021510708,"(51.07207021510708, -114.08284033402592)"
Colonel Sanders,The Calgary School Division,Public School,Colonel Sanders School,226 Northmount Drive N.W.,Calgary,AB,Elementary,N,Provincial Data,1053,N,Y,N,N,2021/02/28,T2K3G5,1383139,-114.07477041533735,51.09981372607247,"(51.09981372607247, -114.07477041533735)"
Monsignor J. J. O'Brien,The Calgary Roman Catholic Separate School Division,Separate School,Monsignor J. J. O'Brien,99 Bridlewood Road SW,Calgary,AB,Elementary/Junior High,N,Provincial Data,589,N,Y,Y,N,2021/02/28,T2Y4J5,1382188,-114.10385874563634,50.90156631764898,"(50.90156631764898, -114.10385874563634)"
Cambrian Heights,The Calgary School Division,Public School,Cambrian Heights School,640 Northmount Drive N.W.,Calgary,AB,Elementary,N,Provincial Data,9208,N,Y,N,N,2021/02/28,T2K3J5,1382294,-114.08797438412913,51.085351749105335,"(51.085351749105335, -114.08797438412913)"
St. Albert the Great,The Calgary Roman Catholic Separate School Division,Separate School,St. Albert the Great,225 Prestwick Ave SE,Calgary,AB,Elementary/Junior High,N,Provincial Data,1336,N,Y,Y,N,2021/02/28,T2Z3X3,1382579,-113.96007584998752,50.92150965182896,"(50.92150965182896, -113.96007584998752)"
Ernest Morrow,The Calgary School Division,Public School,Ernest Morrow School,1212 - 47 Street S.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9644,N,Y,Y,N,2021/02/28,T2A1R3,1382129,-113.96483866624698,51.04338455761498,"(51.04338455761498, -113.96483866624698)"
Stanley Jones,The Calgary School Division,Public School,Stanley Jones School,950 6th St. NE,Calgary,AB,Elementary/Junior High,N,Provincial Data,9233,N,Y,Y,N,2021/02/28,T2E8M3,1381145,-114.04770729105564,51.059905406243594,"(51.059905406243594, -114.04770729105564)"
Our Lady of the Rosary,The Calgary Roman Catholic Separate School Division,Separate School,Our Lady of the Rosary School,41 Cranston Gate SE,Calgary,AB,Elementary,N,Provincial Data,2081,N,Y,N,N,2021/02/28,T3M0W7,2390392,-113.96820605888279,50.87442918409296,"(50.87442918409296, -113.96820605888279)"
Balmoral,The Calgary School Division,Public School,Balmoral School,220 - 16 Avenue N.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9601,N,Y,Y,N,2021/02/28,T2M0H4,1381132,-114.06648017184716,51.06788182136437,"(51.06788182136437, -114.06648017184716)"
Alberta Chung Wah,Alberta Chung Wah School Society,Private School,Alberta Chung Wah School,"#270, 328 Centre Street S.E.",Calgary,AB,Senior High,N,Provincial Data,1020,N,N,N,Y,2021/02/28,T2G4X6,1005440,-114.06173831297495,51.04956496190062,"(51.04956496190062, -114.06173831297495)"
